name,aliases,place,wikidata,coordinates,region,ru_group,usage
zaozernoe,zaozernoe;заозерне;заозёрное;ялы майнак;ялы мойнак;ялы-мойнак,town,Q3889732,"[33.2873374, 45.1658441]",autonomous republic of crimea,,0
lesnoe,lesnoe;лесное;лісне;суук су;суук-су,village,Q4259618,"[34.9538713, 44.9409738]",autonomous republic of crimea,,0
simeiz,simeiz;симеиз;сімеїз,town,Q514390,"[34.0045559, 44.4065635]",autonomous republic of crimea,,0
gaspra,gaspra;гаспра,town,Q206045,"[34.1131634, 44.4364711]",autonomous republic of crimea,,0
parkovoe,parkovoe;паркове;парковое,town,Q3894361,"[33.914005, 44.4038966]",autonomous republic of crimea,,0
massandra,massandra;масандра;массандра,town,Q206345,"[34.1928035, 44.5127922]",autonomous republic of crimea,,0
morskoe,morskoe;капсихор;морское;морське,village,Q4303312,"[34.8017758, 44.8304955]",autonomous republic of crimea,,0
novyi svet,novy svet;novyi svet;новий світ;новый свет,town,Q388147,"[34.9134485, 44.8299641]",autonomous republic of crimea,,0
koreiz,koreiz;кореиз;кореїз,town,Q206189,"[34.0805182, 44.4318042]",autonomous republic of crimea,,0
kuprine,kuprine;куприно;купріне;узкасты,village,Q4247557,"[34.0158066, 45.1633426]",autonomous republic of crimea,,0
aromat,aromat;аромат,village,Q3915159,"[33.937819, 44.5785617]",autonomous republic of crimea,,0
bakhchysarai,bakhchysarai;бахчисарай,town,Q158604,"[33.8740961, 44.7512075]",autonomous republic of crimea,,0
pochtovoye,pochtovoye;базарчик;почтовое;поштове,town,Q3891473,"[33.9486409, 44.8365022]",autonomous republic of crimea,,0
simferopol,simferopol;ак мечеть;ак-мечеть;акмесджит;акмечеть;акмєсджит;симферополь;симферопіль;сімферополь;сімферопіль,city,Q19566,"[34.1139194, 44.9475384]",autonomous republic of crimea,,0
molodyozhnoe,molodyozhnoe;молодёжное;молодіжне,town,Q2040011,"[34.0664198, 45.0003572]",autonomous republic of crimea,,0
agrarnoye,agrarnoye;аграрне;аграрное,town,Q2384269,"[34.0521419, 45.0138384]",autonomous republic of crimea,,0
aeroflotsky,aeroflotsky;аерофлотське;аерофлотський;аэрофлотский,town,Q2026780,"[34.0015696, 45.0192405]",autonomous republic of crimea,,0
komsomolskoye,komsomolskoye;бакачик кият;бакачик-кият;комсомольское;комсомольське,town,Q2046367,"[34.025697, 45.0190729]",autonomous republic of crimea,,0
volnoye,volnoye;вольное;вільне;рейзендорф,town,Q2079708,"[34.3028644, 45.5675873]",autonomous republic of crimea,,0
strogonovka,strogonovka;верхний мамак;верхняя строгоновка;мамак;мамак русский;мамак татарский;нижний мамак;нижняя строгоновка;средняя строгоновка;строгановка;строгоновка;строгонівка,village,Q4444081,"[34.180254, 44.9464313]",autonomous republic of crimea,,0
donske,donske;донское;донське;кернеуч,village,Q4166375,"[34.2218867, 45.0412443]",autonomous republic of crimea,,0
aromatnoe,aromatnoe;ароматне;ароматное;розенталь,village,Q3920779,"[34.3981968, 45.0366856]",autonomous republic of crimea,,0
kolchuhyne,kolchuhyne;булганак;кольчугине;кольчугино;кроненталь,village,Q4229033,"[33.7852271, 44.9432236]",autonomous republic of crimea,,0
pozharske,pozharske;булганак бодрак;булганак-бодрак;пожарское;пожарське,village,Q4368688,"[33.873425, 44.9359082]",autonomous republic of crimea,,0
kurortnoe,kurortne;kurortnoe;kurortnoye;курортне;курортное,town,Q2011775,"[35.1774461, 44.9118366]",autonomous republic of crimea,,0
skvortsove,skvortsove;карач;лез;лезы;скворцове;скворцово;старые лезы,village,Q4421780,"[33.8192571, 45.0763996]",autonomous republic of crimea,,0
mirnyi,mirnyi;мирний;мирное;мирный,town,Q821951,"[33.0393227, 45.3230978]",autonomous republic of crimea,,0
vorozhba,vorozhba;ворожба,town,Q591794,"[34.2354742, 51.1697309]",sumy oblast,sever group of forces,0
kurpaty,kurpaty;курпати;курпаты,town,Q3894275,"[34.1320905, 44.4441333]",autonomous republic of crimea,,0
vinogradnoe,vinogradnoe;vinogradnoye;vynohradne;виноградне;виноградное,town,Q356001,"[34.1218379, 44.4864549]",autonomous republic of crimea,,0
livadiya,livadiya;ай ян;ай-ян;ливадия;лівадія,town,Q2287115,"[34.1455753, 44.4732333]",autonomous republic of crimea,,0
shchebetovka,shchebetovka;отуз;отузи;отузы;щебетовка;щебетівка,town,Q3894352,"[35.1603141, 44.9375148]",autonomous republic of crimea,,0
mirnoye,mirnoye;каховское;кият сарай;кият-сарай;мирне;мирное;сарай кият;сарай-кият;сарайлы кият;сарайлы-кият,village,Q4295762,"[34.0617542, 44.9805001]",autonomous republic of crimea,,0
putyvl,putyvl;путивель;путивль,town,Q1075057,"[33.8612799, 51.3368394]",sumy oblast,sever group of forces,0
oreanda,oreanda;ореанда;орианда,town,Q3894036,"[34.1370098, 44.457065]",autonomous republic of crimea,,0
khutir mykhailivskyi,druzhba;khutir mykhailivskyi;дружба;хутор михайловский;хутор-михайловский;хутір михайлівський;хутір-михайлівський,town,Q385857,"[33.9430057, 52.0492581]",sumy oblast,sever group of forces,0
synelnykove,sinelnikovo;synelnikovo;synelnykove;синельникове;синельниково,town,Q640798,"[35.5080648, 48.3147419]",dnipropetrovsk oblast,tsentr group of forces,0
volnovakha,volnovakha;волноваха,town,Q3562943,"[37.4879552, 47.6002204]",donetsk oblast,tsentr group of forces,0
krasnopillia,krasnopillia;krasnopillya;krasnopolie;краснополье;краснопілля,town,Q2011646,"[35.2754303, 50.7714214]",sumy oblast,sever group of forces,0
izvaryne,izvaryne;изварино;ізварине,town,Q4198371,"[39.8917963, 48.2827129]",luhansk oblast,,0
koktebel,koktebel;коктебель,town,Q1743602,"[35.2432975, 44.9655532]",autonomous republic of crimea,,0
kharkiv,kharkiv;kharkov;город в украине;захарполіс;первая столица украины;харків;харьков;харьків,city,Q42308,"[36.2805202, 49.9916178]",kharkiv oblast,sever group of forces,0
yurivka,urevka;yurevka;yurivka;yurovka;юр'ївка;юрьевка;юріївка;юрївка,town,Q1001083,"[36.0182594, 48.7388486]",dnipropetrovsk oblast,tsentr group of forces,0
novohrodivka,novohrodivka;novohrodovka;новогродовка;новогродівка,town,Q376473,"[37.3286368, 48.2118854]",donetsk oblast,tsentr group of forces,0
bakhmut,artemivsk;artemovsk;artyomovsk;bakhmut;артемовск;артемівськ;артёмовск;ба́хмут;бахму́т;бахмут,town,Q706857,"[38.0115337, 48.600763]",donetsk oblast,zapad group of forces,0
sofiivka,sofievka;sofiivka;sofiovka;sofiyivka;софиевка;софіївка,village,Q4429973,"[38.565836, 48.3707826]",luhansk oblast,zapad group of forces,0
maloivanivka,maloivanivka;maloivanovka;малоивановка;малоіванівка,village,Q4278321,"[38.6372, 48.3819]",luhansk oblast,zapad group of forces,0
petropavlivka,petrivka;petropavlivka;petropavlovka;петровка;петропавловка;петропавлівка,town,Q4361064,"[39.2644554, 48.8015843]",luhansk oblast,,0
samar,novomoskovsk;samar;новомосковск;новомосковськ;новоселица;новоселиця;самар;самарчик;самарчык;самарь,town,Q640680,"[35.2300005, 48.6378352]",dnipropetrovsk oblast,tsentr group of forces,0
pereshchepyne,pereshchepyne;перещепине;перещепино,town,Q573621,"[35.3477277, 49.0151064]",dnipropetrovsk oblast,tsentr group of forces,0
kurylivka,kurilovka;kurylivka;kurylovka;куриловка;курилівка,town,Q3199342,"[34.6032795, 48.5723512]",dnipropetrovsk oblast,,0
pidhorodnie,pidhorodnie;подгороднее;подгородное;підгородне;підгороднє,town,Q639442,"[35.1122115, 48.5763408]",dnipropetrovsk oblast,tsentr group of forces,0
novohryhorivka,novo grigorovka;novo-grigorovka;novogrigorovka;novohryhorivka;novohryhorovka;новогригоровка;новогригорівка,village,Q4323487,"[34.2554222, 48.5633138]",dnipropetrovsk oblast,,0
shevchenkove,shevchenko;shevchenkove;shevchenkovo;шевченкове;шевченково,town,Q1002607,"[37.1644404, 49.6968]",kharkiv oblast,zapad group of forces,0
shyikivka,shyikivka;shyikovka;шийковка;шийківка,village,Q4523727,"[37.7518967, 49.3514095]",kharkiv oblast,zapad group of forces,0
pechenihy,pechenihy;ново белгород;ново-белгород;новобелгород;новобєлгород;печенега;печенеги;печеніги,town,Q4361999,"[36.9341352, 49.8643052]",kharkiv oblast,sever group of forces,0
yurchenkove,yurchenkove;юрченкове;юрченково,village,Q4535209,"[37.0858031, 49.8299736]",kharkiv oblast,sever group of forces,0
eskhar,eskhar;есхар;эсхар,town,Q4119426,"[36.588175, 49.7955941]",kharkiv oblast,sever group of forces,0
kotivka,kotivka;kotovka;котовка;котівка,village,Q4236206,"[36.8429663, 48.8061364]",kharkiv oblast,zapad group of forces,0
bohdanove,bohdanove;богданове;богданово,village,Q4089386,"[36.8203206, 48.8058617]",kharkiv oblast,zapad group of forces,0
novoukrainka,novo ukrainka;novo-ukrainka;novoukrainka;новоукраинка;новоукраїнка,village,Q4326042,"[35.4361435, 50.2572746]",kharkiv oblast,sever group of forces,0
vertiivka,vertiivka;vertiovka;вертиевка;вертіївка,village,Q4108120,"[35.7732273, 50.031271]",kharkiv oblast,sever group of forces,0
palianychnyky,palianychnyky;паляничники,village,Q4342923,"[35.5830544, 50.2016565]",kharkiv oblast,sever group of forces,0
morozova dolyna,morozova dolyna;морозова долина,village,Q4303049,"[35.7354831, 50.3075571]",kharkiv oblast,sever group of forces,0
zolochiv,zolochiv;золочев;золочів,town,Q2010577,"[35.9820748, 50.2845482]",kharkiv oblast,sever group of forces,0
buhai druhi,buhai druhi;бугаи вторые;бугаї другі,village,Q4097736,"[35.9765357, 50.3257496]",kharkiv oblast,sever group of forces,0
rozsokhuvate,rozsokhovate;rozsokhovatoye;rozsokhuvate;рассоховатое;розсохувате,village,Q4390471,"[35.957719, 50.3262273]",kharkiv oblast,sever group of forces,0
basove,basove;басове;басово,village,Q4079133,"[35.8911224, 50.4055115]",kharkiv oblast,sever group of forces,0
petrivka,petriivka;petrivka;petrovka;pyotrovka;петровка;петрівка,village,Q4360998,"[35.903412, 50.3279416]",kharkiv oblast,sever group of forces,0
borokhy,borokhy;борохи,village,Q4094710,"[35.9260451, 50.3151409]",kharkiv oblast,sever group of forces,0
lemishchyne,lemishchyne;лемещино;леміщине,village,Q4257907,"[35.7212405, 50.329864]",kharkiv oblast,sever group of forces,0
fesky,fesky;феськи,village,Q4483283,"[35.9518929, 50.1433298]",kharkiv oblast,sever group of forces,0
holovashivka,holovashivka;holovashovka;головашевка;головашівка,village,Q4141781,"[35.9651898, 50.1155244]",kharkiv oblast,sever group of forces,0
vysoke,vysoke;vysokoe;vysokoye;zhovtneve;високе;высокое,village,Q4180977,"[35.9823958, 50.1705496]",kharkiv oblast,sever group of forces,0
maiak,maiak;mayak;маяк,village,Q4286320,"[35.9511176, 50.1602856]",kharkiv oblast,sever group of forces,0
dovzhyk,dolzhik;dolzhyk;dovzhik;dovzhyk;довжик;должик,village,Q4164838,"[35.9458391, 50.2015703]",kharkiv oblast,sever group of forces,0
berestyn,berestyn;krasnohrad;берестин;білевськ;конград;константиноград;констянтиноград;костянтиноград;красноград,town,Q1104739,"[35.4463054, 49.3663195]",kharkiv oblast,,0
doslidne,doslidne;doslidnoe;doslidnoye;дослидное;дослідне,village,Q4167192,"[35.4130943, 49.3628713]",kharkiv oblast,,0
natalyne,natalyne;наталине;наталино;натальино,village,Q4314110,"[35.4799337, 49.3431448]",kharkiv oblast,,0
ulianivka,ulianivka;ulianovka;ulyanovka;ульяновка;улянівка,village,Q4475118,"[35.5066383, 49.3610353]",kharkiv oblast,,0
popivka,popivka;popovka;поповка;попівка,village,Q4372733,"[35.535808, 49.3625608]",kharkiv oblast,,0
makhovyk,makhovyk;маховик,village,Q4285806,"[35.5472179, 49.3873239]",kharkiv oblast,,0
balky,balky;балки,village,Q4076685,"[35.572365, 49.366133]",kharkiv oblast,,0
petrivka,petriivka;petrivka;petrovka;pyotrovka;петровка;петрівка,village,Q4361012,"[35.5948992, 49.389758]",kharkiv oblast,,0
